"","market","producer","totalcomb","newrfpdtq","combnewrenrfpsold","clusters"
"63","Arizona","Ariz63",1,0,0,3
"64","Arizona","Ariz64",3,1,0,3
"65","Arizona","Ariz65",2,1,0,3
"66","Arizona","Ariz66",1,0,0,3
"67","Arizona","Ariz67",40,18,2,4
"68","Arizona","Ariz68",4,1,1,3
"69","Arizona","Ariz69",30,10,12,4
"70","Arizona","Ariz70",1,1,0,3
"71","Arizona","Ariz71",1,0,1,3
"72","Arizona","Ariz72",3,2,1,3
"73","Arizona","Ariz73",3,2,0,3
"74","Arizona","Ariz74",4,3,0,3
"75","Arizona","Ariz75",6,0,4,3
"76","Arizona","Ariz76",1,0,0,3
"77","Arizona","Ariz77",5,4,0,3
"78","Arizona","Ariz78",2,2,0,3
"79","Arizona","Ariz79",2,0,0,3
"80","Arizona","Ariz80",78,26,16,4
"81","Arizona","Ariz81",1,0,1,3
"82","Arizona","Ariz82",1,0,0,3
"83","Arizona","Ariz83",1,1,0,3
"84","Arizona","Ariz84",7,0,4,3
"85","Arizona","Ariz85",3,2,0,3
"86","Arizona","Ariz86",3,2,0,3
"87","Arizona","Ariz87",16,12,1,3
"88","Arizona","Ariz88",1,1,0,3
"89","Arizona","Ariz89",2,1,0,3
"90","Arizona","Ariz90",1,0,0,3
"91","Arizona","Ariz91",3,2,0,3
"92","Arizona","Ariz92",60,28,11,4
"93","Arizona","Ariz93",2,2,0,3
"94","Arizona","Ariz94",1,0,0,3
"95","Arizona","Ariz95",1,0,1,3
"96","Arizona","Ariz96",3,1,0,3
"97","Arizona","Ariz97",1,0,1,3
"98","Arizona","Ariz98",22,11,4,3
"99","Arizona","Ariz99",5,2,2,3
"100","Arizona","Ariz100",4,1,0,3
"101","Arizona","Ariz101",1,0,1,3
"102","Arizona","Ariz102",3,0,0,3
"103","Arizona","Ariz103",1,0,0,3
"104","Arizona","Ariz104",1,0,1,3
"105","Arizona","Ariz105",1,0,0,3
"106","Arizona","Ariz106",1,1,0,3
"107","Arizona","Ariz107",5,2,0,3
"108","Arizona","Ariz108",1,1,0,3
"109","Arizona","Ariz109",7,5,0,3
"110","Arizona","Ariz110",3,2,0,3
"111","Arizona","Ariz111",2,0,2,3
"112","Arizona","Ariz112",1,0,0,3
"113","Arizona","Ariz113",2,1,0,3
"114","Arizona","Ariz114",12,2,6,3
"115","Arizona","Ariz115",1,0,0,3
"116","Arizona","Ariz116",1,0,1,3
"117","Arizona","Ariz117",1,0,1,3
"118","Arizona","Ariz118",2,0,1,3
"119","Arizona","Ariz119",2,0,1,3
"120","Arizona","Ariz120",5,3,0,3
"121","Arizona","Ariz121",2,1,0,3
"122","Arizona","Ariz122",4,1,2,3
"123","Arizona","Ariz123",1,0,1,3
"124","Arizona","Ariz124",1,0,0,3
